sent_id	token_id	upos	head	deprel	lang
train-s416	6	NOUN	7	nsubj	en
train-s416	7	PRON	4	conj	hi
train-s416	8	PART	7	advmod	hi
train-s416	9	AUX	7	cop	hi
train-s417	1	ADV	3	advmod	en
train-s417	2	PRON	3	nsubj	en
train-s417	3	VERB	0	root	en
train-s417	4	SCONJ	8	mark	en
train-s417	5	PRON	8	nsubj	en
train-s417	6	AUX	8	aux	en
train-s417	7	PART	8	advmod	en
train-s417	8	VERB	3	xcomp	en
train-s417	9	PRON	10	nmod	en
train-s417	10	NOUN	12	nmod	hi
train-s417	11	ADP	10	case	hi
train-s417	12	NOUN	8	nmod	hi
train-s418	1	PRON	3	nsubj	en
train-s418	2	AUX	3	aux	en
train-s418	3	VERB	0	root	en
train-s418	4	ADP	5	case	en
train-s418	6	DET	8	det	en
train-s418	7	ADJ	8	amod	en
train-s418	8	NOUN	3	nmod	en
train-s418	9	ADP	12	case	en
train-s418	10	NOUN	12	nmod	hi
train-s418	11	ADP	10	case	hi
train-s418	12	NOUN	3	obl	hi
train-s419	2	VERB	0	root	en
train-s419	3	DET	5	det	en
train-s419	4	ADJ	5	amod	en
train-s419	5	NOUN	2	obj	en
train-s419	6	ADP	9	case	en
train-s419	8	PART	7	case	en
train-s419	9	NOUN	2	obl	en
train-s419	10	ADV	18	advmod	hi
train-s419	11	PART	10	advmod	hi
train-s419	13	ADP	12	case	hi
train-s419	14	NOUN	16	nmod	hi
train-s419	15	ADP	14	case	hi
train-s419	16	NOUN	18	acl	hi
train-s419	17	ADV	18	advmod	hi
train-s419	18	VERB	2	advcl	hi
train-s419	19	AUX	18	aux	hi
train-s420	1	VERB	3	acl	hi
train-s420	2	AUX	1	aux	hi
train-s420	4	AUX	7	cop	en
train-s420	5	DET	7	det	en
train-s420	6	ADJ	7	amod	en
train-s420	7	NOUN	0	root	en
train-s420	8	ADV	7	advmod	en
train-s421	2	PRON	4	nsubj	en
train-s421	3	AUX	4	cop	en
train-s421	4	ADJ	0	root	en
train-s421	5	CCONJ	7	cc	en
train-s421	6	NOUN	7	nsubj	hi
train-s421	7	NOUN	4	conj	hi
train-s421	8	AUX	7	cop	hi
train-s421	9	AUX	7	aux	hi
train-s421	10	NOUN	7	vocative	hi
train-s422	1	NOUN	0	root	en
train-s422	2	ADP	3	case	en
train-s422	3	NOUN	1	nmod	en
train-s422	4	NOUN	15	nsubj	en
train-s422	5	PART	6	advmod	en
train-s422	6	ADJ	4	acl:relcl	en
train-s422	7	PART	8	mark	en
train-s422	8	VERB	6	xcomp	en
train-s422	10	PROPN	12	nmod	hi
train-s422	11	ADP	10	case	hi
train-s422	12	NOUN	8	obj	hi
train-s422	13	AUX	15	aux	en
train-s422	14	ADV	15	advmod	en
train-s422	15	VERB	3	acl	en
train-s422	16	ADV	15	advmod	en
train-s423	1	AUX	2	aux	en
train-s423	2	VERB	0	root	en
train-s423	3	ADP	2	compound	en
train-s423	4	DET	5	det	en
train-s423	5	NOUN	2	obj	en
train-s423	6	NOUN	7	compound	hi
train-s423	7	VERB	12	advcl	hi
train-s423	8	SCONJ	12	mark	hi
train-s423	9	NOUN	12	nsubj	hi
train-s423	10	PRON	12	advmod	hi
train-s423	11	PART	12	advmod	hi
train-s423	12	VERB	5	acl	hi
train-s424	2	ADP	1	case	hi
train-s424	3	VERB	7	advcl	hi
train-s424	4	AUX	3	aux	hi
train-s424	5	NOUN	7	nsubj	en
train-s424	6	NOUN	7	compound	en
train-s424	7	VERB	0	root	hi
train-s424	8	AUX	7	aux	hi
train-s425	1	PRON	2	nmod	hi
train-s425	2	PRON	4	nsubj	hi
train-s425	3	PART	4	advmod	hi
train-s425	4	VERB	5	acl:relcl	hi
train-s425	5	PRON	7	nmod	hi
train-s425	6	ADJ	7	amod	en
train-s425	7	NOUN	8	nsubj	en
train-s425	8	VERB	0	root	hi
train-s425	9	AUX	8	aux	hi
train-s426	1	CCONJ	4	cc	en
train-s426	2	ADV	4	mark	en
train-s426	3	PRON	4	nsubj	en
train-s426	4	VERB	0	root	en
train-s426	5	SCONJ	13	mark	en
train-s426	7	ADP	6	case	hi
train-s426	8	NOUN	9	compound	hi
train-s426	9	VERB	13	csubj	hi
train-s426	10	AUX	13	cop	en
train-s426	11	ADV	13	advmod	en
train-s426	12	DET	13	det	en
train-s426	13	NOUN	4	xcomp	en
train-s426	14	PRON	15	nsubj	en
train-s426	15	VERB	13	parataxis	en
train-s427	1	VERB	0	root	en
train-s427	2	SCONJ	3	mark	en
train-s427	3	VERB	1	advcl	en
train-s427	4	DET	5	det	en
train-s427	5	NOUN	3	obj	en
train-s427	6	CCONJ	9	cc	en
train-s427	7	ADV	9	advmod	en
train-s427	8	PRON	9	nsubj	en
train-s427	9	VERB	1	conj	en
train-s427	10	PRON	14	obj	hi
train-s427	11	NOUN	14	compound	hi
train-s427	12	PART	14	advmod	hi
train-s427	13	PRON	14	nsubj	hi
train-s427	14	VERB	9	ccomp	hi
train-s427	15	CCONJ	20	cc	en
train-s427	16	ADV	20	advmod	en
train-s427	17	PRON	20	nsubj	en
train-s427	18	AUX	20	aux	en
train-s427	19	PART	20	advmod	en
train-s427	20	VERB	9	conj	en
train-s428	1	NOUN	5	obl	en
train-s428	2	ADP	1	case	hi
train-s428	3	NOUN	5	nsubj	en
train-s428	4	ADP	3	case	hi
train-s428	5	VERB	0	root	hi
train-s428	6	SCONJ	14	mark	hi
train-s428	7	NOUN	12	obl	en
train-s428	8	ADP	7	case	hi
train-s428	9	ADP	7	case	hi
train-s428	10	NOUN	12	obj	en
train-s428	11	PART	10	advmod	hi
train-s428	12	VERB	14	advcl	hi
train-s428	13	AUX	12	aux	hi
train-s428	14	VERB	5	xcomp	hi
train-s429	2	ADV	5	mark	en
train-s429	4	AUX	5	aux	en
train-s429	5	VERB	8	advcl	en
train-s429	7	NOUN	8	nsubj	en
train-s429	8	VERB	0	root	en
train-s429	10	NOUN	11	nsubj	en
train-s429	11	VERB	8	xcomp	hi
train-s429	12	AUX	11	aux	hi
train-s430	2	ADV	3	advmod	en
train-s430	3	ADJ	4	amod	en
train-s430	4	NOUN	6	nmod	en
train-s430	7	NOUN	8	compound	hi
train-s430	8	VERB	0	root	hi
train-s430	9	AUX	8	aux	hi
train-s430	10	AUX	8	aux	hi
train-s431	2	PRON	4	nsubj	en
train-s431	3	AUX	4	aux	en
train-s431	4	VERB	0	root	en
train-s431	5	DET	7	det	en
train-s431	6	ADJ	7	amod	en
train-s431	7	NOUN	4	obj	en
train-s431	8	PRON	10	obj	en
train-s431	9	PRON	10	nsubj	en
train-s431	10	VERB	4	advcl	en
train-s431	11	VERB	15	advcl	hi
train-s431	12	NOUN	13	vocative	hi
train-s431	13	VERB	11	advcl	hi
train-s431	15	VERB	8	acl	hi
train-s432	1	NOUN	2	compound	hi
train-s432	2	NOUN	6	nmod	hi
train-s432	3	NOUN	5	nmod	hi
train-s432	4	ADP	3	case	hi
train-s432	5	NOUN	6	nsubj	hi
train-s432	6	VERB	0	root	en
train-s432	7	PRON	8	nmod	en
train-s432	8	NOUN	6	obj	en
train-s433	2	VERB	0	root	en
train-s433	3	PRON	2	nsubj	en
train-s433	4	ADP	21	case	en
train-s433	6	NOUN	7	nsubj	hi
train-s433	7	VERB	21	acl	hi
train-s433	8	AUX	7	aux	hi
train-s433	9	CCONJ	14	cc	hi
train-s433	10	PRON	14	nsubj	hi
train-s433	11	PART	10	advmod	hi
train-s433	12	NOUN	14	obl	hi
train-s433	13	ADP	12	case	hi
train-s433	14	VERB	7	conj	hi
train-s433	15	PART	14	advmod	hi
train-s433	16	PART	14	advmod	hi
train-s433	18	NOUN	21	nmod	en
train-s433	19	PART	18	advmod	en
train-s433	20	ADJ	21	amod	en
train-s433	21	NOUN	2	obl	en
train-s434	1	VERB	0	root	en
train-s434	2	ADV	4	advmod	en
train-s434	3	PART	4	mark	en
train-s434	4	VERB	1	xcomp	en
train-s434	5	ADV	12	mark	en
train-s434	6	ADV	12	advmod	en
train-s434	7	AUX	12	aux	en
train-s434	8	PRON	11	nmod	en
train-s434	9	ADJ	11	amod	en
train-s434	10	ADJ	11	amod	en
train-s434	11	NOUN	12	nsubj	en
train-s434	12	VERB	4	advcl	en
train-s434	13	CCONJ	18	cc	en
train-s434	14	NOUN	18	vocative	hi
train-s434	15	DET	17	det	hi
train-s434	16	PART	15	advmod	hi
train-s434	17	PRON	18	nsubj	hi
train-s434	18	VERB	1	conj	hi
train-s434	19	AUX	18	aux	hi
train-s435	1	DET	2	det	en
train-s435	2	NOUN	3	nsubj	en
train-s435	3	VERB	0	root	en
train-s435	4	ADP	3	compound	en
train-s435	5	SCONJ	10	mark	en
train-s435	6	DET	8	det	en
train-s435	7	DET	8	det	en
train-s435	8	NOUN	10	obj	en
train-s435	9	PRON	10	nsubj	en
train-s435	10	VERB	11	csubj	en
train-s435	11	VERB	3	xcomp	en
train-s435	12	ADP	13	case	en
train-s435	13	NOUN	11	obl	en
train-s435	15	PRON	19	obl	hi
train-s435	16	ADP	15	case	hi
train-s435	17	PRON	19	nsubj	hi
train-s435	18	ADJ	19	compound	hi
train-s435	19	VERB	3	advcl	hi
train-s436	1	INTJ	8	discourse	hi
train-s436	2	ADV	6	advmod	hi
train-s436	3	ADV	2	compound	hi
train-s436	4	PRON	6	obj	en
train-s436	5	PRON	6	nsubj	en
train-s436	6	VERB	8	csubj	en
train-s436	7	AUX	8	cop	en
train-s436	8	NOUN	0	root	en
train-s436	9	PART	10	mark	en
train-s436	10	VERB	8	advcl	en
train-s436	11	NOUN	10	obj	en
train-s437	1	NOUN	6	nmod	en
train-s437	2	ADP	4	case	en
train-s437	3	DET	4	det	en
train-s437	4	NOUN	1	nmod	en
train-s437	5	ADP	4	case	hi
train-s437	6	NOUN	9	nsubj	hi
train-s437	8	ADP	7	case	hi
train-s437	9	VERB	0	root	hi
train-s438	1	VERB	3	acl	hi
train-s438	2	AUX	1	aux	hi
train-s438	3	NOUN	5	nsubj	hi
train-s438	4	AUX	5	cop	en
train-s438	5	NOUN	0	root	en
train-s438	6	ADJ	5	amod	en
train-s438	7	ADP	8	case	en
train-s438	8	PRON	6	advmod	en
train-s439	2	VERB	0	root	en
train-s439	4	NOUN	2	obj	hi
train-s439	5	PART	4	advmod	hi
train-s439	7	ADP	8	case	en
train-s439	8	PRON	4	nmod	en
train-s439	9	ADV	13	mark	en
train-s439	10	ADP	13	case	en
train-s439	11	DET	13	det	en
train-s439	12	ADJ	13	amod	en
train-s439	13	NOUN	2	advcl	en
train-s440	1	ADV	5	advmod	en
train-s440	2	ADJ	5	amod	en
train-s440	4	ADP	3	case	hi
train-s440	5	NOUN	0	root	hi
train-s440	6	NOUN	5	nmod	en
train-s441	2	ADP	5	case	en
train-s441	3	DET	5	det	en
train-s441	4	ADJ	5	amod	en
train-s441	5	NOUN	0	root	en
train-s441	6	ADP	7	case	en
train-s441	10	PRON	13	nsubj	hi
train-s441	11	PRON	13	nmod	hi
train-s441	12	ADJ	13	amod	hi
train-s441	13	NOUN	5	nmod	hi
train-s441	14	AUX	13	cop	hi
train-s441	16	PRON	19	iobj	hi
train-s441	17	NOUN	19	obj	hi
train-s441	18	PART	19	advmod	hi
train-s441	19	VERB	13	advcl	hi
train-s442	1	PRON	2	nmod	hi
train-s442	2	NOUN	4	nmod	en
train-s442	3	ADP	2	case	hi
train-s442	4	NOUN	11	nsubj	en
train-s442	5	PART	6	advmod	hi
train-s442	6	VERB	11	advcl	hi
train-s442	7	DET	8	det	hi
train-s442	8	NOUN	0	root	hi
train-s442	9	ADP	8	case	hi
train-s442	10	AUX	8	cop	hi
train-s443	1	ADV	4	advmod	en
train-s443	4	VERB	0	root	en
train-s443	6	PRON	9	expl	en
train-s443	7	AUX	9	cop	en
train-s443	8	ADJ	9	amod	hi
train-s443	9	NOUN	4	obj	hi
train-s443	11	ADJ	12	amod	hi
train-s443	12	NOUN	9	nmod	hi
train-s444	1	NOUN	2	compound	en
train-s444	2	VERB	4	advcl	hi
train-s444	3	NOUN	4	compound	en
train-s444	4	VERB	0	root	hi
train-s444	6	NOUN	7	obj	en
train-s444	7	VERB	10	advcl	hi
train-s444	8	NOUN	10	compound	en
train-s444	9	ADV	10	advmod	hi
train-s444	10	VERB	4	parataxis	hi
train-s444	11	AUX	10	aux	hi
train-s445	1	NOUN	4	vocative	hi
train-s445	2	ADV	4	advmod	hi
train-s445	3	PART	2	advmod	hi
train-s445	4	VERB	0	root	hi
train-s445	5	AUX	4	aux	hi
train-s445	7	CCONJ	10	cc	en
train-s445	8	PRON	10	nsubj	en
train-s445	9	AUX	10	cop	en
train-s445	11	ADV	10	advmod	en
train-s446	1	ADV	2	advmod	hi
train-s446	2	ADJ	0	root	en
train-s446	3	AUX	2	cop	hi
train-s446	4	AUX	2	aux	hi
train-s446	5	AUX	2	aux	hi
train-s446	6	AUX	2	aux	hi
train-s446	7	VERB	2	advcl	en
train-s446	8	PART	9	mark	en
train-s446	9	VERB	7	xcomp	en
train-s446	10	DET	11	det	en
train-s446	11	NOUN	9	obj	en
train-s447	2	CCONJ	3	cc	hi
train-s447	4	ADJ	6	amod	en
train-s447	5	NOUN	6	compound	en
train-s447	6	NOUN	8	obj	hi
train-s447	7	NOUN	8	compound	en
train-s447	8	VERB	0	root	hi
train-s447	9	AUX	8	aux	hi
train-s447	10	AUX	8	aux	hi
train-s448	2	NOUN	13	nmod	hi
train-s448	3	VERB	9	csubj	en
train-s448	4	DET	6	det	en
train-s448	5	ADJ	6	amod	en
train-s448	6	NOUN	3	obj	en
train-s448	7	ADP	6	case	hi
train-s448	8	ADP	6	case	hi
train-s448	9	VERB	13	advcl	en
train-s448	10	DET	12	det	en
train-s448	11	ADJ	12	amod	en
train-s448	12	NOUN	9	nsubj	en
train-s448	13	VERB	0	root	hi
train-s448	14	AUX	13	aux	hi
train-s448	15	AUX	13	aux	hi
train-s449	1	NOUN	2	obj	en
train-s449	2	VERB	0	root	hi
train-s449	3	AUX	2	aux	hi
train-s449	5	CCONJ	8	cc	hi
train-s449	6	PRON	8	nsubj	en
train-s449	7	AUX	8	cop	en
train-s449	8	ADV	2	conj	en
train-s449	9	ADJ	8	amod	en
train-s450	1	DET	5	det	hi
train-s450	2	PART	1	advmod	hi
train-s450	3	VERB	5	acl	hi
train-s450	4	SCONJ	3	mark	hi
train-s450	5	NOUN	6	obj	hi
train-s450	6	VERB	9	advcl	hi
train-s450	7	AUX	6	aux	hi
train-s450	8	PRON	9	nsubj	en
train-s450	9	VERB	0	root	en
train-s450	10	PRON	9	iobj	en
train-s450	12	VERB	9	xcomp	en
train-s450	14	NOUN	12	advcl	hi
train-s450	15	AUX	14	cop	hi
train-s450	17	SCONJ	22	mark	en
train-s450	18	PRON	19	nsubj	en
train-s450	19	VERB	9	advcl	en
train-s450	20	SCONJ	22	mark	en
train-s450	23	AUX	22	cop	hi
train-s450	24	NOUN	22	vocative	hi
train-s451	1	PRON	2	nsubj	en
train-s451	2	VERB	0	root	en
train-s451	5	SCONJ	8	mark	en
train-s451	6	ADJ	7	amod	hi
train-s451	7	NOUN	8	nsubj	hi
train-s451	8	VERB	2	advcl	hi
train-s451	9	PART	8	advmod	hi
train-s452	1	VERB	0	root	en
train-s452	2	ADJ	1	compound	en
train-s452	3	ADP	16	case	en
train-s452	4	ADJ	5	amod	en
train-s452	5	NOUN	14	nmod	hi
train-s452	7	ADJ	8	amod	en
train-s452	8	NOUN	14	nsubj	en
train-s452	9	NOUN	14	obl	hi
train-s452	10	ADP	9	case	hi
train-s452	11	ADJ	13	amod	hi
train-s452	12	ADJ	11	compound	hi
train-s452	13	NOUN	14	obj	hi
train-s452	14	VERB	1	advcl	hi
train-s452	16	NOUN	1	obj	en
train-s453	2	NUM	3	nummod	en
train-s453	3	NOUN	10	nmod	en
train-s453	4	PART	3	case	en
train-s453	6	NOUN	7	compound	hi
train-s453	7	NOUN	10	nmod	hi
train-s453	8	PART	9	advmod	hi
train-s453	9	ADJ	10	compound	en
train-s453	10	VERB	20	csubj	hi
train-s453	11	AUX	10	aux	hi
train-s453	13	AUX	20	cop	en
train-s453	14	ADJ	15	amod	en
train-s453	15	NOUN	20	nmod	en
train-s453	16	PART	15	case	en
train-s453	18	INTJ	19	discourse	hi
train-s453	19	NOUN	20	vocative	hi
train-s453	20	VERB	0	root	hi
train-s453	21	ADV	20	obl	hi
train-s453	22	ADP	21	case	hi
train-s454	1	ADV	4	mark	en
train-s454	3	AUX	4	aux	en
train-s454	4	VERB	6	advcl	en
train-s454	6	NOUN	7	nsubj	en
train-s454	7	VERB	0	root	en
train-s454	8	ADJ	9	compound	hi
train-s454	9	VERB	7	xcomp	hi
train-s454	10	NOUN	11	nsubj	hi
train-s454	11	VERB	9	advcl	hi
train-s454	12	AUX	11	aux	hi
train-s455	1	DET	2	det	hi
train-s455	2	NOUN	4	nsubj	en
train-s455	3	PART	2	advmod	hi
train-s455	4	PRON	0	root	hi
train-s455	5	PRON	8	nmod	hi
train-s455	6	ADP	5	case	hi
train-s455	7	NOUN	8	nmod	en
train-s455	8	NOUN	2	acl:relcl	en
train-s455	9	PART	8	advmod	hi
train-s455	10	AUX	8	cop	hi
train-s456	2	AUX	4	aux	en
train-s456	3	AUX	4	aux	en
train-s456	4	VERB	0	root	en
train-s456	5	ADP	9	case	en
train-s456	7	NOUN	9	nmod	en
train-s456	8	ADP	7	case	hi
train-s456	9	NOUN	4	obj	hi
train-s457	1	ADV	3	advmod	hi
train-s457	3	ADJ	0	root	hi
train-s457	4	ADV	6	mark	en
train-s457	5	PRON	6	nsubj	en
train-s457	6	VERB	1	advcl	en
train-s457	7	PRON	8	nmod	hi
train-s457	8	NOUN	10	nmod	hi
train-s457	9	ADP	8	case	hi
train-s457	10	NOUN	11	obj	hi
train-s457	11	VERB	6	advcl	hi
train-s457	12	AUX	11	aux	hi
train-s458	1	ADJ	2	amod	en
train-s458	2	NOUN	9	obl	en
train-s458	3	ADP	2	case	hi
train-s458	4	NOUN	9	nsubj	hi
train-s458	5	NOUN	9	compound	hi
train-s458	6	PART	5	advmod	hi
train-s458	7	ADV	9	advmod	en
train-s458	8	PART	7	advmod	hi
train-s458	9	VERB	0	root	hi
train-s458	10	AUX	9	aux	hi
train-s459	2	ADP	1	case	hi
train-s459	3	NOUN	5	obj	en
train-s459	4	NOUN	5	compound	en
train-s459	5	VERB	8	csubj	hi
train-s459	6	AUX	5	aux	hi
train-s459	7	AUX	8	aux	en
train-s459	8	VERB	0	root	en
train-s459	9	ADJ	11	amod	en
train-s459	10	ADP	11	case	en
train-s460	1	PRON	2	nsubj	en
train-s460	2	VERB	0	root	en
train-s460	3	SCONJ	8	mark	en
train-s460	4	PRON	8	nsubj	en
train-s460	5	ADV	8	advmod	hi
train-s460	6	NOUN	7	obj	hi
train-s460	7	VERB	8	advcl	hi
train-s460	8	VERB	2	advcl	hi
train-s460	9	AUX	8	aux	hi
train-s461	1	ADJ	2	amod	hi
train-s461	2	NOUN	0	root	en
train-s461	3	AUX	2	cop	hi
train-s461	4	ADP	8	case	en
train-s461	7	PART	5	case	en
train-s461	8	NOUN	2	nmod	en
train-s462	1	PRON	2	nsubj	en
train-s462	2	VERB	0	root	en
train-s462	3	PRON	7	nsubj	hi
train-s462	4	PRON	5	nmod	hi
train-s462	5	NOUN	7	obj	en
train-s462	6	NOUN	7	compound	en
train-s462	7	VERB	8	acl:relcl	hi
train-s462	8	PRON	11	iobj	hi
train-s462	9	PART	8	advmod	hi
train-s462	10	PRON	11	nsubj	hi
train-s462	11	VERB	2	xcomp	hi
train-s463	1	VERB	3	acl	en
train-s463	2	DET	3	det	en
train-s463	3	NOUN	7	obj	en
train-s463	4	ADP	6	case	en
train-s463	5	ADJ	6	amod	en
train-s463	6	NOUN	3	nmod	en
train-s463	7	VERB	19	advcl	en
train-s463	8	ADP	10	case	en
train-s463	9	DET	10	det	en
train-s463	11	ADJ	12	amod	en
train-s463	12	NOUN	7	nsubj	en
train-s463	14	PRON	19	expl	en
train-s463	15	AUX	19	aux	en
train-s463	16	AUX	19	cop	en
train-s463	17	ADV	19	nmod	hi
train-s463	18	ADP	17	case	hi
train-s463	19	NOUN	0	root	hi
train-s463	20	NOUN	21	compound	hi
train-s463	21	NOUN	19	obj	hi
train-s464	3	NOUN	10	nsubj	hi
train-s464	4	ADP	3	case	hi
train-s464	6	NOUN	10	iobj	hi
train-s464	7	ADP	6	case	hi
train-s464	8	PRON	10	obj	hi
train-s464	9	PART	8	advmod	hi
train-s464	10	VERB	11	acl:relcl	hi
train-s464	11	PRON	22	nsubj	hi
train-s464	13	PRON	14	nsubj	en
train-s464	14	VERB	22	acl	en
train-s464	15	PRON	14	obj	en
train-s464	16	CCONJ	19	cc	en
train-s464	17	ADP	19	case	en
train-s464	18	DET	19	det	en
train-s464	19	NOUN	14	conj	en
train-s464	21	ADP	19	case	hi
train-s464	22	NOUN	0	root	hi
train-s464	23	AUX	22	cop	hi
train-s465	1	ADV	3	advmod	en
train-s465	3	VERB	0	root	en
train-s465	5	ADJ	6	amod	hi
train-s465	6	PROPN	7	nmod	hi
train-s465	7	NOUN	3	xcomp	en
train-s466	1	NOUN	2	compound	en
train-s466	2	NOUN	3	orphan	en
train-s466	3	ADJ	0	root	hi
train-s466	4	NOUN	5	compound	hi
train-s466	5	NOUN	7	nsubj	hi
train-s466	6	ADJ	7	xcomp	hi
train-s466	7	VERB	3	conj	hi
train-s466	8	AUX	7	aux	hi
train-s467	1	ADJ	2	amod	en
train-s467	2	NOUN	3	nsubj	en
train-s467	3	VERB	0	root	en
train-s467	4	PRON	5	nmod	hi
train-s467	5	NOUN	8	obl	hi
train-s467	6	ADP	5	case	hi
train-s467	7	NOUN	8	obj	hi
train-s467	8	VERB	3	xcomp	hi
train-s468	2	DET	4	det	en
train-s468	3	ADJ	4	amod	en
train-s468	4	NOUN	0	root	en
train-s468	5	ADP	6	case	en
train-s468	6	NOUN	4	nmod	en
train-s468	7	ADV	10	mark	en
train-s468	8	PRON	9	nmod	en
train-s468	9	NOUN	10	nsubj	en
train-s468	10	VERB	4	advcl	en
train-s468	12	PRON	14	nsubj	hi
train-s468	13	PART	12	advmod	hi
train-s468	14	NOUN	10	obj	hi
train-s468	15	AUX	14	cop	hi
train-s468	16	PRON	14	nmod	hi
train-s469	1	VERB	3	acl	hi
train-s469	2	AUX	1	aux	hi
train-s469	4	AUX	6	cop	en
train-s469	5	ADV	6	advmod	en
train-s469	6	ADJ	0	root	en
train-s470	2	ADP	5	case	en
train-s470	3	ADP	2	compound	en
train-s470	4	ADJ	5	amod	hi
train-s470	5	NOUN	9	obl	en
train-s470	7	SCONJ	9	mark	en
train-s470	8	PRON	9	nsubj	en
train-s470	9	VERB	18	advcl	en
train-s470	10	ADP	11	case	en
train-s470	11	NOUN	9	obj	en
train-s470	12	SCONJ	18	mark	en
train-s470	13	PRON	18	nsubj	en
train-s470	14	AUX	18	cop	en
train-s470	16	ADJ	17	compound	hi
train-s470	17	VERB	18	acl	hi
train-s470	18	NOUN	0	root	hi
train-s471	1	ADV	4	advmod	en
train-s471	2	ADP	4	case	en
train-s471	3	DET	4	det	en
train-s471	4	NOUN	9	obl	en
train-s471	6	DET	7	det	hi
train-s471	7	NOUN	9	nsubj	en
train-s471	8	NOUN	9	obj	hi
train-s471	9	VERB	11	acl:relcl	hi
train-s471	10	AUX	9	aux	hi
train-s471	11	PRON	14	nsubj	hi
train-s471	12	ADV	13	advmod	hi
train-s471	13	ADJ	14	xcomp	hi
train-s471	14	VERB	0	root	hi
train-s471	15	AUX	14	aux	hi
train-s471	16	AUX	14	aux	hi
train-s472	1	VERB	0	root	en
train-s472	2	DET	3	det	en
train-s472	4	ADP	3	case	hi
train-s472	5	NOUN	6	compound	hi
train-s472	6	NOUN	1	obj	hi
train-s472	7	ADP	8	case	en
train-s472	8	NOUN	1	obl	en
train-s473	3	ADP	1	case	hi
train-s473	4	ADP	1	case	hi
train-s473	5	ADP	7	case	en
train-s473	6	DET	7	det	en
train-s473	7	NOUN	10	obl	en
train-s473	8	NUM	9	nummod	hi
train-s473	9	NOUN	10	obj	en
train-s473	10	VERB	0	root	hi
train-s473	11	AUX	10	aux	hi
train-s473	12	PART	11	advmod	hi
train-s474	1	PRON	2	nmod	hi
train-s474	2	NOUN	4	nmod	en
train-s474	3	ADP	2	case	hi
train-s474	4	NOUN	6	nsubj	en
train-s474	5	ADJ	6	xcomp	en
train-s474	6	VERB	0	root	hi
train-s474	7	AUX	6	aux	hi
train-s474	8	AUX	6	aux	hi
train-s475	3	ADP	1	case	hi
train-s475	4	NOUN	5	obj	en
train-s475	5	VERB	10	advcl	hi
train-s475	6	AUX	5	aux	hi
train-s475	7	PRON	10	nsubj	en
train-s475	8	AUX	10	cop	en
train-s475	9	ADP	10	case	en
train-s476	1	NOUN	3	obj	en
train-s476	2	ADJ	3	compound	hi
train-s476	3	VERB	0	root	hi
train-s476	4	AUX	3	aux	hi
train-s476	5	CCONJ	7	cc	en
train-s476	6	ADJ	7	amod	en
train-s476	7	NOUN	3	conj	en
train-s476	8	ADV	7	advmod	en
train-s477	1	PRON	2	nsubj	hi
train-s477	2	NOUN	0	root	hi
train-s477	3	AUX	2	cop	hi
train-s477	4	DET	5	det	hi
train-s477	5	NOUN	2	nmod	hi
train-s477	6	ADP	5	case	hi
train-s477	7	PRON	13	iobj	hi
train-s477	9	ADJ	10	amod	en
train-s477	10	NOUN	11	nmod	en
train-s477	11	NOUN	13	obj	en
train-s477	13	VERB	2	parataxis	hi
train-s477	14	DET	15	det	hi
train-s477	15	NOUN	13	nsubj	hi
train-s477	16	AUX	13	aux	hi
train-s478	1	DET	2	det	hi
train-s478	2	NOUN	8	advcl	hi
train-s478	3	PART	2	advmod	hi
train-s478	4	NOUN	2	vocative	en
train-s478	5	ADJ	6	amod	en
train-s478	6	NOUN	8	nsubj	en
train-s478	7	ADV	8	advmod	hi
train-s478	8	ADJ	0	root	hi
train-s478	9	AUX	8	cop	hi
train-s479	1	INTJ	2	discourse	en
train-s479	2	ADV	9	vocative	en
train-s479	4	VERB	0	root	en
train-s479	5	ADV	4	advmod	en
train-s479	6	PRON	9	nmod	hi
train-s479	7	ADV	9	nmod	hi
train-s479	8	ADP	7	case	hi
train-s479	9	NOUN	10	nsubj	hi
train-s479	10	ADP	4	advcl	hi
train-s479	11	AUX	10	cop	hi
train-s480	1	VERB	0	root	en
train-s480	3	ADP	2	case	hi
train-s480	4	NOUN	1	obj	hi
train-s480	6	PRON	11	expl	en
train-s480	7	AUX	11	cop	en
train-s480	8	DET	9	det	en
train-s480	10	ADP	9	case	hi
train-s480	11	NOUN	1	parataxis	hi
train-s480	12	PRON	13	nsubj	en
train-s480	13	VERB	11	acl:relcl	en
train-s480	14	DET	15	det	en
train-s480	15	NOUN	13	obj	en
train-s480	16	ADJ	13	acl	en
train-s481	1	ADV	2	advmod	hi
train-s481	2	ADJ	3	amod	en
train-s481	3	NOUN	4	nsubj	en
train-s481	4	VERB	0	root	hi
train-s481	5	AUX	4	aux	hi
train-s481	6	SCONJ	13	mark	hi
train-s481	7	NOUN	9	nmod	hi
train-s481	8	ADP	7	case	hi
train-s481	9	NOUN	13	obl	en
train-s481	10	ADP	9	case	hi
train-s481	12	NOUN	13	compound	hi
train-s481	13	VERB	3	acl	hi
train-s481	14	AUX	13	aux	hi
train-s481	15	AUX	13	aux	hi
train-s481	16	AUX	13	aux	hi
train-s482	2	INTJ	4	discourse	en
train-s482	3	PRON	4	nsubj	en
train-s482	4	VERB	0	root	en
train-s482	6	ADP	5	case	hi
train-s482	7	NOUN	4	obj	hi
train-s482	9	ADP	8	case	hi
train-s482	10	ADV	11	advmod	hi
train-s482	11	ADP	4	advcl	hi
